Orthogroup	Species	MHP_1257_genes	Orthologs
OG0000463	MHP_MHP694_genes	ABKJ22_RS02530	DR099_RS00205
OG0000463	MHP_F72C_genes	ABKJ22_RS02530	EHI52_RS02580
OG0000463	MHP_MHP699_genes	ABKJ22_RS02530	DR100_RS01885
OG0000463	MHP_153B_genes	ABKJ22_RS02530	NB625_RS02735
OG0000463	MHP_154B_genes	ABKJ22_RS02530	NB624_RS02745
OG0000463	MHP_4284_genes	ABKJ22_RS02530	ABLE99_RS02480
OG0000463	MHP_111A_genes	ABKJ22_RS02530	NB623_RS02745
OG0000463	MHP_112B_genes	ABKJ22_RS02530	NBX26_RS02745
OG0000463	MHP_11_genes	ABKJ22_RS02530	B5C39_RS02860
OG0000463	MHP_131B_genes	ABKJ22_RS02530	NB627_RS02770
OG0000463	MHP_133A_genes	ABKJ22_RS02530	NB626_RS02765
OG0000463	MHP_232_genes	ABKJ22_RS02530	MHP_RS02445
OG0000463	MHP_J_genes	ABKJ22_RS02530	MHJ_RS02540
OG0000463	MHP_LH_genes	ABKJ22_RS02530	KUD10_RS02665
OG0000463	MHP_MHP679_genes	ABKJ22_RS02530	DR086_RS00925
OG0000463	MHP_MHP682_genes	ABKJ22_RS02530	DR097_RS03185
OG0000463	MHP_MHP691_genes	ABKJ22_RS02530	DR087_RS01350
OG0000463	MHP_NCTC10127_genes	ABKJ22_RS02530	EXC50_RS01430
OG0000463	MHP_UFV01_genes	ABKJ22_RS02530	FEF30_RS02960
OG0000463	MHP_UFV02_genes	ABKJ22_RS02530	FEF31_RS02325
OG0000463	MHP_Ue273_genes	ABKJ22_RS02530	VQY17_RS02575
OG0000463	MHP_ES2L_genes	ABKJ22_RS02530	HZK19_RS02550
OG0000463	MHP_ES2_genes	ABKJ22_RS02530	E5E95_RS02785
OG0000463	MHP_MHP653_genes	ABKJ22_RS02530	DR096_RS02510
OG0000464	MHP_MHP709_genes	ABKJ22_RS02525	DR088_RS03110
OG0000464	MHP_111A_genes	ABKJ22_RS02525	NB623_RS02740
OG0000464	MHP_112B_genes	ABKJ22_RS02525	NBX26_RS02740
OG0000464	MHP_11_genes	ABKJ22_RS02525	B5C39_RS02855
OG0000464	MHP_131B_genes	ABKJ22_RS02525	NB627_RS02765
OG0000464	MHP_133A_genes	ABKJ22_RS02525	NB626_RS02760
OG0000464	MHP_153B_genes	ABKJ22_RS02525	NB625_RS02730
OG0000464	MHP_154B_genes	ABKJ22_RS02525	NB624_RS02740
OG0000464	MHP_232_genes	ABKJ22_RS02525	MHP_RS02440
OG0000464	MHP_7422_genes	ABKJ22_RS02525	MHL_RS02635
OG0000464	MHP_ES2_genes	ABKJ22_RS02525	E5E95_RS02780
OG0000464	MHP_F72C_genes	ABKJ22_RS02525	EHI52_RS02575
OG0000464	MHP_J_genes	ABKJ22_RS02525	MHJ_RS02535
OG0000464	MHP_LH_genes	ABKJ22_RS02525	KUD10_RS02660
OG0000464	MHP_MHP653_genes	ABKJ22_RS02525	DR096_RS02980
OG0000464	MHP_MHP679_genes	ABKJ22_RS02525	DR086_RS00930
OG0000464	MHP_MHP682_genes	ABKJ22_RS02525	DR097_RS02620
OG0000464	MHP_MHP691_genes	ABKJ22_RS02525	DR087_RS03000
OG0000464	MHP_MHP696_genes	ABKJ22_RS02525	DR090_RS02760
OG0000464	MHP_MHP699_genes	ABKJ22_RS02525	DR100_RS01890
OG0000464	MHP_NCTC10127_genes	ABKJ22_RS02525	EXC50_RS01425
OG0000464	MHP_UFV01_genes	ABKJ22_RS02525	FEF30_RS02955
OG0000464	MHP_UFV02_genes	ABKJ22_RS02525	FEF31_RS02320
OG0000464	MHP_Ue273_genes	ABKJ22_RS02525	VQY17_RS02570
OG0000464	MHP_7448_genes	ABKJ22_RS02525	MHP7448_RS04135
OG0000464	MHP_MHP650_genes	ABKJ22_RS02525	DR083_RS01865
OG0000464	MHP_98_genes	ABKJ22_RS02525	GOM18_RS02025
OG0000464	MHP_168L_genes	ABKJ22_RS02525	MHP168L_RS02610
OG0000464	MHP_168_genes	ABKJ22_RS02525	MHP168_RS02585
OG0000464	MHP_TB1_genes	ABKJ22_RS02525	B5M19_RS00990
OG0000464	MFC_MF30_genes	ABKJ22_RS02525	DR084_RS00815
OG0000464	MFC_MF11_genes	ABKJ22_RS02525	DR093_RS01020
OG0000464	MFC_ATCC27716_genes	ABKJ22_RS02525	MFC_RS03100
OG0000464	MFC_MF18_genes	ABKJ22_RS02525	DR082_RS01015
OG0000464	MFC_MF22_genes	ABKJ22_RS02525	DR094_RS00150
OG0000464	MFC_MF29_genes	ABKJ22_RS02525	DR095_RS00505
OG0000464	MFC_MF33_genes	ABKJ22_RS02525	DR085_RS00840
OG0000464	MFC_Ms42_genes	ABKJ22_RS02525	MYF_RS01030
OG0000464	MHP_116_genes	ABKJ22_RS02525	ABJ972_RS02515
OG0000464	MHP_4284_genes	ABKJ22_RS02525	ABLE99_RS02475
OG0000464	MHP_KM014_genes	ABKJ22_RS02525	CIB43_RS03500
OG0000464	MHP_MHP694_genes	ABKJ22_RS02525	DR099_RS00210
OG0000465	MHP_MHP709_genes	ABKJ22_RS02520	DR088_RS03115
OG0000465	MHP_153B_genes	ABKJ22_RS02520	NB625_RS02725
OG0000465	MHP_MHP650_genes	ABKJ22_RS02520	DR083_RS01860
OG0000465	MHP_MHP653_genes	ABKJ22_RS02520	DR096_RS02975
OG0000465	MHP_MHP682_genes	ABKJ22_RS02520	DR097_RS02625
OG0000465	MHP_MHP691_genes	ABKJ22_RS02520	DR087_RS02995
OG0000465	MHP_MHP696_genes	ABKJ22_RS02520	DR090_RS02765
OG0000465	MHP_154B_genes	ABKJ22_RS02520	NB624_RS02735
OG0000465	MHP_98_genes	ABKJ22_RS02520	GOM18_RS02020
OG0000465	MHP_MHP694_genes	ABKJ22_RS02520	DR099_RS00215
OG0000465	MHP_116_genes	ABKJ22_RS02520	ABJ972_RS02510
OG0000465	MHP_4284_genes	ABKJ22_RS02520	ABLE99_RS02470
OG0000465	MHP_F72C_genes	ABKJ22_RS02520	EHI52_RS02570
OG0000465	MHP_MHP699_genes	ABKJ22_RS02520	DR100_RS01895
OG0000465	MHP_111A_genes	ABKJ22_RS02520	NB623_RS02735
OG0000465	MHP_112B_genes	ABKJ22_RS02520	NBX26_RS02735
OG0000465	MHP_ES2_genes	ABKJ22_RS02520	E5E95_RS02775
OG0000465	MHP_Ue273_genes	ABKJ22_RS02520	VQY17_RS02565
OG0000465	MHP_131B_genes	ABKJ22_RS02520	NB627_RS02760
OG0000465	MHP_133A_genes	ABKJ22_RS02520	NB626_RS02755
OG0000465	MHP_7448_genes	ABKJ22_RS02520	MHP7448_RS02595
OG0000465	MHP_168L_genes	ABKJ22_RS02520	MHP168L_RS02605
OG0000465	MHP_168_genes	ABKJ22_RS02520	MHP168_RS02580
OG0000465	MHP_TB1_genes	ABKJ22_RS02520	B5M19_RS00995
OG0000465	MFC_ATCC27716_genes	ABKJ22_RS02520	MFC_RS03105
OG0000465	MFC_MF18_genes	ABKJ22_RS02520	DR082_RS01020
OG0000465	MFC_MF29_genes	ABKJ22_RS02520	DR095_RS00510
OG0000465	MFC_Ms42_genes	ABKJ22_RS02520	MYF_RS01035
OG0000465	MFC_MF11_genes	ABKJ22_RS02520	DR093_RS01025
OG0000465	MFC_MF22_genes	ABKJ22_RS02520	DR094_RS00145
OG0000465	MFC_MF33_genes	ABKJ22_RS02520	DR085_RS00845
OG0000465	MFC_MF30_genes	ABKJ22_RS02520	DR084_RS00820
OG0000465	MHP_7422_genes	ABKJ22_RS02520	MHL_RS02630
OG0000465	MHP_ES2L_genes	ABKJ22_RS02520	HZK19_RS02545
OG0000465	MHP_11_genes	ABKJ22_RS02520	B5C39_RS02850
OG0000465	MHP_232_genes	ABKJ22_RS02520	MHP_RS02435
OG0000465	MHP_NCTC10127_genes	ABKJ22_RS02520	EXC50_RS01420
OG0000465	MHP_J_genes	ABKJ22_RS02520	MHJ_RS02530
OG0000465	MHP_MHP679_genes	ABKJ22_RS02520	DR086_RS00935
OG0000465	MHP_LH_genes	ABKJ22_RS02520	KUD10_RS02655
OG0000465	MHP_UFV01_genes	ABKJ22_RS02520	FEF30_RS02950
OG0000465	MHP_UFV02_genes	ABKJ22_RS02520	FEF31_RS02315
OG0000466	MHP_MHP709_genes	ABKJ22_RS00390	DR088_RS01120
OG0000466	MHP_111A_genes	ABKJ22_RS00390	NB623_RS00385
OG0000466	MHP_112B_genes	ABKJ22_RS00390	NBX26_RS00390
OG0000466	MHP_116_genes	ABKJ22_RS00390	ABJ972_RS00380
OG0000466	MHP_11_genes	ABKJ22_RS00390	B5C39_RS01230
OG0000466	MHP_131B_genes	ABKJ22_RS00390	NB627_RS00410
OG0000466	MHP_133A_genes	ABKJ22_RS00390	NB626_RS00400
OG0000466	MHP_153B_genes	ABKJ22_RS00390	NB625_RS00400
OG0000466	MHP_154B_genes	ABKJ22_RS00390	NB624_RS00395
OG0000466	MHP_168L_genes	ABKJ22_RS00390	MHP168L_RS00375
OG0000466	MHP_168_genes	ABKJ22_RS00390	MHP168_RS00370
OG0000466	MHP_232_genes	ABKJ22_RS00390	MHP_RS00410
OG0000466	MHP_4284_genes	ABKJ22_RS00390	ABLE99_RS00395
OG0000466	MHP_7422_genes	ABKJ22_RS00390	MHL_RS00400
OG0000466	MHP_7448_genes	ABKJ22_RS00390	MHP7448_RS00395
OG0000466	MHP_98_genes	ABKJ22_RS00390	GOM18_RS01505
OG0000466	MHP_ES2_genes	ABKJ22_RS00390	E5E95_RS00395
OG0000466	MHP_F72C_genes	ABKJ22_RS00390	EHI52_RS00410
OG0000466	MHP_J_genes	ABKJ22_RS00390	MHJ_RS00375
OG0000466	MHP_KM014_genes	ABKJ22_RS00390	CIB43_RS01115
OG0000466	MHP_LH_genes	ABKJ22_RS00390	KUD10_RS00395
OG0000466	MHP_MHP650_genes	ABKJ22_RS00390	DR083_RS00275
OG0000466	MHP_MHP653_genes	ABKJ22_RS00390	DR096_RS00110
OG0000466	MHP_MHP679_genes	ABKJ22_RS00390	DR086_RS00265
OG0000466	MHP_MHP682_genes	ABKJ22_RS00390	DR097_RS00035
OG0000466	MHP_MHP691_genes	ABKJ22_RS00390	DR087_RS03010
OG0000466	MHP_MHP694_genes	ABKJ22_RS00390	DR099_RS02950
OG0000466	MHP_MHP696_genes	ABKJ22_RS00390	DR090_RS00555
OG0000466	MHP_MHP699_genes	ABKJ22_RS00390	DR100_RS00450
OG0000466	MHP_NCTC10127_genes	ABKJ22_RS00390	EXC50_RS00415
OG0000466	MHP_UFV01_genes	ABKJ22_RS00390	FEF30_RS00710
OG0000466	MHP_UFV02_genes	ABKJ22_RS00390	FEF31_RS00060
OG0000466	MHP_Ue273_genes	ABKJ22_RS00390	VQY17_RS00400
OG0000466	MFC_ATCC27716_genes	ABKJ22_RS00390	MFC_RS02620
OG0000466	MFC_MF11_genes	ABKJ22_RS00390	DR093_RS00415
OG0000466	MFC_MF18_genes	ABKJ22_RS00390	DR082_RS00415
OG0000466	MFC_MF22_genes	ABKJ22_RS00390	DR094_RS00735
OG0000466	MFC_MF29_genes	ABKJ22_RS00390	DR095_RS00760
OG0000466	MFC_MF30_genes	ABKJ22_RS00390	DR084_RS00230
OG0000466	MFC_MF33_genes	ABKJ22_RS00390	DR085_RS00230
OG0000466	MFC_Ms42_genes	ABKJ22_RS00390	MYF_RS00360
OG0000466	MHP_ES2L_genes	ABKJ22_RS00390	HZK19_RS00380
OG0000467	MHP_MHP709_genes	ABKJ22_RS02620	DR088_RS04290
OG0000467	MHP_MHP696_genes	ABKJ22_RS02620	DR090_RS04425
OG0000467	MHP_ES2L_genes	ABKJ22_RS02620	HZK19_RS02645
OG0000467	MHP_116_genes	ABKJ22_RS02620	ABJ972_RS02610
OG0000467	MHP_MHP653_genes	ABKJ22_RS02620	DR096_RS04620
OG0000467	MHP_4284_genes	ABKJ22_RS02620	ABLE99_RS02570
OG0000467	MHP_MHP699_genes	ABKJ22_RS02620	DR100_RS04775
OG0000467	MHP_F72C_genes	ABKJ22_RS02620	EHI52_RS02670
OG0000467	MHP_153B_genes	ABKJ22_RS02620	NB625_RS02835
OG0000467	MHP_154B_genes	ABKJ22_RS02620	NB624_RS02845
OG0000467	MHP_Ue273_genes	ABKJ22_RS02620	VQY17_RS02665
OG0000467	MHP_111A_genes	ABKJ22_RS02620	NB623_RS02845
OG0000467	MHP_112B_genes	ABKJ22_RS02620	NBX26_RS02855
OG0000467	MHP_7422_genes	ABKJ22_RS02620	MHL_RS02730
OG0000467	MHP_7448_genes	ABKJ22_RS02620	MHP7448_RS02700
OG0000467	MHP_MHP682_genes	ABKJ22_RS02620	DR097_RS04655
OG0000467	MHP_98_genes	ABKJ22_RS02620	GOM18_RS04400
OG0000467	MHP_11_genes	ABKJ22_RS02620	B5C39_RS02950
OG0000467	MHP_232_genes	ABKJ22_RS02620	MHP_RS02540
OG0000467	MHP_NCTC10127_genes	ABKJ22_RS02620	EXC50_RS01520
OG0000467	MHP_ES2_genes	ABKJ22_RS02620	E5E95_RS02880
OG0000467	MHP_J_genes	ABKJ22_RS02620	MHJ_RS02640
OG0000467	MHP_168L_genes	ABKJ22_RS02620	MHP168L_RS02710
OG0000467	MHP_168_genes	ABKJ22_RS02620	MHP168_RS02685
OG0000467	MHP_TB1_genes	ABKJ22_RS02620	B5M19_RS00895
OG0000467	MHP_LH_genes	ABKJ22_RS02620	KUD10_RS02760
OG0000467	MHP_UFV01_genes	ABKJ22_RS02620	FEF30_RS04360
OG0000467	MHP_UFV02_genes	ABKJ22_RS02620	FEF31_RS04530
OG0000467	MHP_MHP694_genes	ABKJ22_RS02620	DR099_RS04290
OG0000467	MFC_ATCC27716_genes	ABKJ22_RS02620	MFC_RS03500
OG0000467	MFC_Ms42_genes	ABKJ22_RS02620	MYF_RS03505
OG0000467	MFC_MF29_genes	ABKJ22_RS02620	DR095_RS03790
OG0000467	MFC_MF30_genes	ABKJ22_RS02620	DR084_RS03485
OG0000467	MFC_MF33_genes	ABKJ22_RS02620	DR085_RS03670
OG0000467	MFC_MF18_genes	ABKJ22_RS02620	DR082_RS03705
OG0000467	MFC_MF22_genes	ABKJ22_RS02620	DR094_RS03535
OG0000467	MFC_MF11_genes	ABKJ22_RS02620	DR093_RS03825
OG0000467	MHP_MHP650_genes	ABKJ22_RS02620	DR083_RS04780
OG0000467	MHP_MHP691_genes	ABKJ22_RS02620	DR087_RS04570
OG0000467	MHP_MHP679_genes	ABKJ22_RS02620	DR086_RS04810
OG0000467	MHP_131B_genes	ABKJ22_RS02620	NB627_RS02865
OG0000467	MHP_133A_genes	ABKJ22_RS02620	NB626_RS02860
OG0000468	MHP_MHP709_genes	ABKJ22_RS01940	DR088_RS00575
OG0000468	MHP_MHP696_genes	ABKJ22_RS01940	DR090_RS01040
OG0000468	MHP_MHP650_genes	ABKJ22_RS01940	DR083_RS01570
OG0000468	MHP_ES2_genes	ABKJ22_RS01940	E5E95_RS02085
OG0000468	MHP_KM014_genes	ABKJ22_RS01940	CIB43_RS02870
OG0000468	MHP_ES2L_genes	ABKJ22_RS01940	HZK19_RS01930
OG0000468	MHP_11_genes	ABKJ22_RS01940	B5C39_RS03470
OG0000468	MHP_232_genes	ABKJ22_RS01940	MHP_RS01930
OG0000468	MHP_NCTC10127_genes	ABKJ22_RS01940	EXC50_RS00910
OG0000468	MFC_MF11_genes	ABKJ22_RS01940	DR093_RS02985
OG0000468	MFC_MF22_genes	ABKJ22_RS01940	DR094_RS02915
OG0000468	MFC_ATCC27716_genes	ABKJ22_RS01940	MFC_RS01370
OG0000468	MFC_MF18_genes	ABKJ22_RS01940	DR082_RS02645
OG0000468	MFC_Ms42_genes	ABKJ22_RS01940	MYF_RS01290
OG0000468	MFC_MF30_genes	ABKJ22_RS01940	DR084_RS01075
OG0000468	MFC_MF33_genes	ABKJ22_RS01940	DR085_RS02775
OG0000468	MFC_MF29_genes	ABKJ22_RS01940	DR095_RS02785
OG0000468	MHP_168L_genes	ABKJ22_RS01940	MHP168L_RS02055
OG0000468	MHP_168_genes	ABKJ22_RS01940	MHP168_RS02040
OG0000468	MHP_LH_genes	ABKJ22_RS01940	KUD10_RS02015
OG0000468	MHP_TB1_genes	ABKJ22_RS01940	B5M19_RS00790
OG0000468	MHP_J_genes	ABKJ22_RS01940	MHJ_RS01920
OG0000468	MHP_UFV01_genes	ABKJ22_RS01940	FEF30_RS02345
OG0000468	MHP_UFV02_genes	ABKJ22_RS01940	FEF31_RS01710
OG0000468	MHP_131B_genes	ABKJ22_RS01940	NB627_RS02105
OG0000468	MHP_133A_genes	ABKJ22_RS01940	NB626_RS02095
OG0000468	MHP_116_genes	ABKJ22_RS01940	ABJ972_RS01930
OG0000468	MHP_153B_genes	ABKJ22_RS01940	NB625_RS01965
OG0000468	MHP_154B_genes	ABKJ22_RS01940	NB624_RS01970
OG0000468	MHP_98_genes	ABKJ22_RS01940	GOM18_RS02190
OG0000468	MHP_MHP682_genes	ABKJ22_RS01940	DR097_RS00805
OG0000468	MHP_MHP699_genes	ABKJ22_RS01940	DR100_RS02825
OG0000468	MHP_111A_genes	ABKJ22_RS01940	NB623_RS02130
OG0000468	MHP_112B_genes	ABKJ22_RS01940	NBX26_RS02135
OG0000468	MHP_7422_genes	ABKJ22_RS01940	MHL_RS02040
OG0000468	MHP_7448_genes	ABKJ22_RS01940	MHP7448_RS01985
OG0000468	MHP_MHP679_genes	ABKJ22_RS01940	DR086_RS00465
OG0000468	MHP_Ue273_genes	ABKJ22_RS01940	VQY17_RS02040
OG0000468	MHP_MHP653_genes	ABKJ22_RS01940	DR096_RS00505
OG0000468	MHP_MHP691_genes	ABKJ22_RS01940	DR087_RS00010
OG0000468	MHP_F72C_genes	ABKJ22_RS01940	EHI52_RS01970
OG0000468	MHP_4284_genes	ABKJ22_RS01940	ABLE99_RS01880
OG0000469	MHP_MHP709_genes	ABKJ22_RS02000	DR088_RS00635
OG0000469	MHP_116_genes	ABKJ22_RS02000	ABJ972_RS01990
OG0000469	MHP_131B_genes	ABKJ22_RS02000	NB627_RS02165
OG0000469	MHP_133A_genes	ABKJ22_RS02000	NB626_RS02160
OG0000469	MHP_168L_genes	ABKJ22_RS02000	MHP168L_RS02115
OG0000469	MHP_168_genes	ABKJ22_RS02000	MHP168_RS02100
OG0000469	MHP_4284_genes	ABKJ22_RS02000	ABLE99_RS01940
OG0000469	MHP_98_genes	ABKJ22_RS02000	GOM18_RS02250
OG0000469	MHP_ES2L_genes	ABKJ22_RS02000	HZK19_RS01990
OG0000469	MHP_ES2_genes	ABKJ22_RS02000	E5E95_RS02145
OG0000469	MHP_F72C_genes	ABKJ22_RS02000	EHI52_RS01910
OG0000469	MHP_MHP650_genes	ABKJ22_RS02000	DR083_RS01630
OG0000469	MHP_MHP653_genes	ABKJ22_RS02000	DR096_RS00565
OG0000469	MHP_MHP679_genes	ABKJ22_RS02000	DR086_RS00525
OG0000469	MHP_MHP682_genes	ABKJ22_RS02000	DR097_RS00745
OG0000469	MHP_MHP691_genes	ABKJ22_RS02000	DR087_RS00070
OG0000469	MHP_MHP694_genes	ABKJ22_RS02000	DR099_RS01245
OG0000469	MHP_MHP696_genes	ABKJ22_RS02000	DR090_RS01100
OG0000469	MHP_MHP699_genes	ABKJ22_RS02000	DR100_RS02765
OG0000469	MHP_TB1_genes	ABKJ22_RS02000	B5M19_RS00850
OG0000469	MHP_UFV01_genes	ABKJ22_RS02000	FEF30_RS02405
OG0000469	MHP_UFV02_genes	ABKJ22_RS02000	FEF31_RS01770
OG0000469	MHP_Ue273_genes	ABKJ22_RS02000	VQY17_RS02100
OG0000469	MHP_111A_genes	ABKJ22_RS02000	NB623_RS02070
OG0000469	MHP_112B_genes	ABKJ22_RS02000	NBX26_RS02075
OG0000469	MHP_7422_genes	ABKJ22_RS02000	MHL_RS02100
OG0000469	MHP_7448_genes	ABKJ22_RS02000	MHP7448_RS02045
OG0000469	MHP_153B_genes	ABKJ22_RS02000	NB625_RS02025
OG0000469	MHP_154B_genes	ABKJ22_RS02000	NB624_RS02030
OG0000469	MHP_LH_genes	ABKJ22_RS02000	KUD10_RS02075
OG0000469	MFC_ATCC27716_genes	ABKJ22_RS02000	MFC_RS00045
OG0000469	MFC_MF11_genes	ABKJ22_RS02000	DR093_RS02960
OG0000469	MFC_MF18_genes	ABKJ22_RS02000	DR082_RS02985
OG0000469	MFC_MF22_genes	ABKJ22_RS02000	DR094_RS02710
OG0000469	MFC_MF29_genes	ABKJ22_RS02000	DR095_RS03050
OG0000469	MFC_MF30_genes	ABKJ22_RS02000	DR084_RS02850
OG0000469	MFC_Ms42_genes	ABKJ22_RS02000	MYF_RS01425
OG0000469	MFC_MF33_genes	ABKJ22_RS02000	DR085_RS02995
OG0000469	MHP_11_genes	ABKJ22_RS02000	B5C39_RS03530
OG0000469	MHP_232_genes	ABKJ22_RS02000	MHP_RS01990
OG0000469	MHP_NCTC10127_genes	ABKJ22_RS02000	EXC50_RS00970
OG0000469	MHP_J_genes	ABKJ22_RS02000	MHJ_RS01980
OG0000470	MHP_MHP709_genes	ABKJ22_RS00860	DR088_RS03670
OG0000470	MHP_111A_genes	ABKJ22_RS00860	NB623_RS00850
OG0000470	MHP_112B_genes	ABKJ22_RS00860	NBX26_RS00850
OG0000470	MHP_116_genes	ABKJ22_RS00860	ABJ972_RS00825
OG0000470	MHP_11_genes	ABKJ22_RS00860	B5C39_RS03690
OG0000470	MHP_131B_genes	ABKJ22_RS00860	NB627_RS00960
OG0000470	MHP_133A_genes	ABKJ22_RS00860	NB626_RS00960
OG0000470	MHP_153B_genes	ABKJ22_RS00860	NB625_RS00840
OG0000470	MHP_154B_genes	ABKJ22_RS00860	NB624_RS00835
OG0000470	MHP_168L_genes	ABKJ22_RS00860	MHP168L_RS03850
OG0000470	MHP_168_genes	ABKJ22_RS00860	MHP168_RS03855
OG0000470	MHP_232_genes	ABKJ22_RS00860	MHP_RS03750
OG0000470	MHP_4284_genes	ABKJ22_RS00860	ABLE99_RS00835
OG0000470	MHP_7422_genes	ABKJ22_RS00860	MHL_RS03825
OG0000470	MHP_7448_genes	ABKJ22_RS00860	MHP7448_RS03850
OG0000470	MHP_98_genes	ABKJ22_RS00860	GOM18_RS00270
OG0000470	MHP_ES2_genes	ABKJ22_RS00860	E5E95_RS03895
OG0000470	MHP_LH_genes	ABKJ22_RS00860	KUD10_RS00835
OG0000470	MHP_MHP650_genes	ABKJ22_RS00860	DR083_RS03825
OG0000470	MHP_MHP653_genes	ABKJ22_RS00860	DR096_RS03815
OG0000470	MHP_MHP679_genes	ABKJ22_RS00860	DR086_RS03975
OG0000470	MHP_MHP682_genes	ABKJ22_RS00860	DR097_RS03815
OG0000470	MHP_MHP691_genes	ABKJ22_RS00860	DR087_RS03755
OG0000470	MHP_MHP694_genes	ABKJ22_RS00860	DR099_RS03645
OG0000470	MHP_MHP696_genes	ABKJ22_RS00860	DR090_RS03685
OG0000470	MHP_MHP699_genes	ABKJ22_RS00860	DR100_RS03815
OG0000470	MHP_NCTC10127_genes	ABKJ22_RS00860	EXC50_RS03950
OG0000470	MHP_TB1_genes	ABKJ22_RS00860	B5M19_RS03910
OG0000470	MHP_Ue273_genes	ABKJ22_RS00860	VQY17_RS00845
OG0000470	MHP_J_genes	ABKJ22_RS00860	MHJ_RS03785
OG0000470	MHP_F72C_genes	ABKJ22_RS00860	EHI52_RS03650
OG0000470	MFC_ATCC27716_genes	ABKJ22_RS00860	MFC_RS01950
OG0000470	MFC_MF11_genes	ABKJ22_RS00860	DR093_RS01455
OG0000470	MFC_MF18_genes	ABKJ22_RS00860	DR082_RS01230
OG0000470	MFC_MF22_genes	ABKJ22_RS00860	DR094_RS01425
OG0000470	MFC_MF29_genes	ABKJ22_RS00860	DR095_RS02485
OG0000470	MFC_MF30_genes	ABKJ22_RS00860	DR084_RS01380
OG0000470	MFC_MF33_genes	ABKJ22_RS00860	DR085_RS01000
OG0000470	MFC_Ms42_genes	ABKJ22_RS00860	MYF_RS02135
OG0000470	MHP_ES2L_genes	ABKJ22_RS00860	HZK19_RS00815
OG0000470	MHP_UFV01_genes	ABKJ22_RS00860	FEF30_RS01150
OG0000470	MHP_UFV02_genes	ABKJ22_RS00860	FEF31_RS00495
OG0000471	MHP_MHP709_genes	ABKJ22_RS00780	DR088_RS01705
OG0000471	MHP_111A_genes	ABKJ22_RS00780	NB623_RS00930
OG0000471	MHP_112B_genes	ABKJ22_RS00780	NBX26_RS00930
OG0000471	MHP_131B_genes	ABKJ22_RS00780	NB627_RS01040
OG0000471	MHP_133A_genes	ABKJ22_RS00780	NB626_RS01045
OG0000471	MHP_153B_genes	ABKJ22_RS00780	NB625_RS00760
OG0000471	MHP_154B_genes	ABKJ22_RS00780	NB624_RS00755
OG0000471	MHP_4284_genes	ABKJ22_RS00780	ABLE99_RS00755
OG0000471	MHP_7448_genes	ABKJ22_RS00780	MHP7448_RS00925
OG0000471	MHP_98_genes	ABKJ22_RS00780	GOM18_RS00350
OG0000471	MHP_F72C_genes	ABKJ22_RS00780	EHI52_RS00920
OG0000471	MHP_MHP694_genes	ABKJ22_RS00780	DR099_RS01890
OG0000471	MHP_MHP696_genes	ABKJ22_RS00780	DR090_RS01870
OG0000471	MFC_ATCC27716_genes	ABKJ22_RS00780	MFC_RS02035
OG0000471	MFC_MF11_genes	ABKJ22_RS00780	DR093_RS01535
OG0000471	MFC_MF18_genes	ABKJ22_RS00780	DR082_RS01310
OG0000471	MFC_MF22_genes	ABKJ22_RS00780	DR094_RS01505
OG0000471	MFC_MF29_genes	ABKJ22_RS00780	DR095_RS02405
OG0000471	MFC_MF30_genes	ABKJ22_RS00780	DR084_RS01460
OG0000471	MFC_MF33_genes	ABKJ22_RS00780	DR085_RS01080
OG0000471	MFC_Ms42_genes	ABKJ22_RS00780	MYF_RS02215
OG0000471	MHP_11_genes	ABKJ22_RS00780	B5C39_RS01985
OG0000471	MHP_232_genes	ABKJ22_RS00780	MHP_RS01080
OG0000471	MHP_NCTC10127_genes	ABKJ22_RS00780	EXC50_RS03165
OG0000471	MHP_7422_genes	ABKJ22_RS00780	MHL_RS01005
OG0000471	MHP_KM014_genes	ABKJ22_RS00780	CIB43_RS01790
OG0000471	MHP_UFV01_genes	ABKJ22_RS00780	FEF30_RS01230
OG0000471	MHP_UFV02_genes	ABKJ22_RS00780	FEF31_RS00575
OG0000471	MHP_168L_genes	ABKJ22_RS00780	MHP168L_RS00740
OG0000471	MHP_168_genes	ABKJ22_RS00780	MHP168_RS00735
OG0000471	MHP_ES2L_genes	ABKJ22_RS00780	HZK19_RS00895
OG0000471	MHP_J_genes	ABKJ22_RS00780	MHJ_RS00895
OG0000471	MHP_LH_genes	ABKJ22_RS00780	KUD10_RS00915
OG0000471	MHP_MHP679_genes	ABKJ22_RS00780	DR086_RS02890
OG0000471	MHP_TB1_genes	ABKJ22_RS00780	B5M19_RS01625
OG0000471	MHP_MHP650_genes	ABKJ22_RS00780	DR083_RS03775
OG0000471	MHP_ES2_genes	ABKJ22_RS00780	E5E95_RS00920
OG0000471	MHP_MHP653_genes	ABKJ22_RS00780	DR096_RS02400
OG0000471	MHP_MHP691_genes	ABKJ22_RS00780	DR087_RS02525
OG0000471	MHP_MHP699_genes	ABKJ22_RS00780	DR100_RS01020
OG0000471	MHP_Ue273_genes	ABKJ22_RS00780	VQY17_RS00930
OG0000471	MHP_116_genes	ABKJ22_RS00780	ABJ972_RS00745
OG0000472	MHP_MHP709_genes	ABKJ22_RS03205	DR088_RS02040
OG0000472	MHP_MHP696_genes	ABKJ22_RS03205	DR090_RS01980
OG0000472	MHP_MHP650_genes	ABKJ22_RS03205	DR083_RS02975
